,weight
12338,1777859.564
12339,1539259.122
12340,1625318.296
12341,2527893.476
12342,1616604.821
12343,1644821.252
12344,2427902.604
12345,1671597.666
12346,1952548.133
12347,1736634.664
12348,1950236.866
12349,1931373.429
12350,1864612.723
12351,1922495.161
12352,1533220.016
12353,1584504.739
12354,1738567.832
12355,2076016.327
12356,2127960.539
12357,2400550.879
12358,2050388.498
12359,1990343.825
12360,2196948.689
12361,1691903.541
12362,1976407.426
12363,1897829.817
12364,1797017.927
12365,2031059.199
12366,2381297.835
12367,1892678.674
12368,2166021.788
12369,1683905.467
12370,1549154.257
12371,1962994.074
12372,1867364.226
12373,2133686.154
12374,1752470.672
12375,2274642.734
12376,1769357.378
12377,1849267.445
12378,1924045.924
12379,1696294.392
12380,1658479.373
12381,1698874.382
12382,1711761.92
12383,1880394.229
12384,1926819.794
12385,1957766.297
12386,2027272.048
12387,1945829.279
12388,2074384.232
12389,1703353.456
12390,1972147.823
12391,1962302.667
12392,1777579.577
12393,1876965.012
12394,2258860.016
12395,2040450.152
12396,1638934.124
12397,2096214.652
12398,1687602.185
12399,1863367.28
12400,1919866.247
12401,1683292.32
12402,1633158.004
12403,2880774.532
12404,2254164.371
12405,2116314.631
12406,1714495.904
12407,2012830.696
12408,1649247.156
12409,1895355.188
12410,1945107.407
12411,1766310.169
12412,1629738.217
12413,1890328.122
12414,1901013.094
12415,2192964.13
12416,2102527.348
12417,1706511.54
12418,1547616.534
12419,1555872.501
12420,1566593.507
12421,2070554.782
12422,2162931.838
12423,1614156.578
12424,2382381.134
12425,1952552.388
12426,1878926.348
12427,1960226.67
12428,1816277.094
12429,1966196.473
12430,1657076.698
12431,1935733.96
12432,1765331.446
12433,1585681.387
12434,1508625.053
12435,1702984.105
12436,1831544.909
12437,1920256.143
12438,1981451.991
12439,2340829.754
12440,1891244.769
12441,1768061.969
12442,1943661.364
12443,2358628.086
12444,1642095.709
12445,1755145.62
12446,1732116.858
12447,1649791.835
12448,1524726.707
12449,1656659.202
12450,2160650.939
12451,2316908.031
12452,2018243.551
12453,1842723.578
12454,1766523.322
12455,2072487.462
12456,1745083.259
12457,1725445.536
12458,1548676.402
12459,1735821.738
12460,1471945.283
12461,2108441.537
12462,1732268.19
12463,2599914.642
12464,1579344.881
12465,1833059.58
12466,2061591.586
12467,1773685.947
12468,1646666.161
12469,2067259.075
12470,1626913.267
12471,2421831.456
12472,1471141.444
12473,1637476.315
12474,1933862.785
12475,1819262.03
12476,1804091.825
12477,2530818.159
12478,1444214.959
12479,1784128.411
12480,1680415.888
12481,1945843.21
12482,2142939.728
12483,1655494.678
12484,1571248.353
12485,2354711.887
12486,1541454.463
12487,2001090.212
12488,1851393.172
12489,2089022.628
12490,1794531.746
12491,1530155.304
12492,1785935.042
12493,2037096.688
12494,1611760.763
12495,1633164.484
12496,1690579.811
12497,1875550.521
12498,2046895.832
12499,1919026.414
12500,2024000.505
12501,1490650.858
12502,1925181.509
12503,2281819.097
12504,1589034.178
12505,1848306.798
12506,2197465.326
12507,1480866.456
12508,2088928.485
12509,1629492.607
12510,1978958.417
12511,1937087.861
12512,1955332.636
12513,1537403.002
12514,1771532.678
12515,2099017.778
12516,1623893.059
12517,1679073.209
12518,1940468.608
12519,1867436.746
12520,1584673.255
12521,2398859.867
12522,1821090.339
12523,2172071.637
12524,2012327.263
12525,1508526.239
12526,1811877.53
12527,1923182.656
12528,1468465.914
12529,2030564.243
12530,1984267.634
12531,1640004.862
12532,1785610.379
12533,1540389.116
12534,1746184.071
12535,1402483.694
12536,1832494.483
12537,1714428.208
12538,1669547.381
12539,2141197.882
12540,1914166.229
12541,1862608.082
12542,1595008.595
12543,2000755.373
12544,1780250.634
12545,2745359.666
12546,1662283.073
12547,1482978.755
12548,1473300.219
12549,1540937.629
12550,2092707.651
12551,1728113.596
12552,1564960.409
12553,1762428.784
12554,1694585.517
12555,1954285.096
12556,1705908.115
12557,1578684.657
12558,2034015.453
12559,2375902.662
12560,1814333.077
12561,1866555.319
12562,2055095.082
12563,1657431.159
12564,1958229.11
12565,1831478.803
12566,1678558.947
12567,1739773.703
12568,1890464.831
12569,1814334.122
12570,1673176.088
12571,1426426.318
12572,1747051.348
12573,1995286.623
12574,1672516.464
12575,1616985.732
12576,1783382.799
12577,1739531.032
12578,2262291.934
12579,1650964.914
12580,2610864.642
12581,1723045.21
12582,1583341.141
12583,1605307.749
12584,1585571.275
12585,2095036.355
12586,1844837.606
12587,1640853.798
12588,1620565.565
12589,1689899.359
12590,1689789.315
12591,1924197.992
12592,1393181.338
12593,1762279.561
12594,2177768.745
12595,1755082.683
12596,1568757.332
12597,1589529.838
12598,1525477.889
12599,1541378.061
12600,2501618.057
12601,1981974.973
12602,1837854.997
12603,1742808.066
12604,1722274.911
12605,1526381
12606,1848351.086
12607,1750380.21
12608,2324146.518
12609,1745851.699
12610,1822566.811
12611,1861400.979
12612,1641347.921
12613,1852350.433
12614,2088409.175
12615,1875799.45
12616,2194052.522
12617,1951079.249
12618,1992348.57
12619,1827870.317
12620,1721052.032
12621,1945633.878
12622,1764948.183
12623,2379996.252
12624,1676416.078
12625,1725207.223
12626,1583523.387
12627,1975147.556
12628,1903599.523
12629,1658519.604
12630,1991693.648
12631,1629309.077
12632,1501088.239
12633,2288050.347
12634,1566042.985
12635,1954919.504
12636,2080494.421
12637,2140251.497
12638,1626192.183
12639,1994588.792
12640,1917650.88
12641,1839311.71
12642,1902981.295
12643,1747968.448
12644,2247453.588
12645,1872500.366
12646,2174036.572
12647,2032453.569
12648,1577327.299
12649,1844761.934
12650,2064884.218
12651,1966384.315
12652,1766731.796
12653,1811202.186
12654,1612131.21
12655,1758567.259
12656,2047765.555
12657,2109458.053
12658,1642916.796
12659,2313924.805
12660,1869359.937
12661,1741827.274
12662,2103196.984
12663,1909889.39
12664,1731713.393
12665,1686178.36
12666,1578278.606
12667,1710756.698
12668,1838196.849
12669,1618883.909
12670,2039398.355
12671,1680585.985
12672,1689864.409
12673,1892319.869
12674,1747403.237
12675,1941337.929
12676,1750739.704
12677,2193373.948
12678,1722229.716
12679,1564157.126
12680,2040270.032
12681,1984815.025
12682,1746725.219
12683,1832990.529
12684,1858149.092
12685,1906143.197
12686,2065299.697
12687,2047021.082
12688,1821647.225
12689,2760627.84
12690,2229179.219
12691,1739437.007
12692,2005800.172
12693,1675909.535
12694,2189654.236
12695,1914163.544
12696,1793127.24
12697,2080678.641
12698,1777090.004
12699,1839513.89
12700,2053221.883
12701,1890565.908
12702,1904287.398
12703,1831836.37
12704,2040862.92
12705,2042313.049
12706,1525673.147
12707,1778156.223
12708,2068488.667
12709,2510914.212
12710,1880241.802
12711,1551480.805
12712,2403826.523
12713,1853331.035
12714,2028428.319
12715,1727569.777
12716,1476788.064
12717,1963895.573
12718,1635677.899
12719,1776454.791
12720,2063492.249
12721,1702130.596
12722,2206978.124
12723,2401038.144
12724,2001237.003
12725,1771360.49
12726,1674179.02
12727,2112153.459
12728,2265309.467
12729,1731716.499
12730,1757431.171
12731,1798651.098
12732,1627565.159
12733,1519695.982
12734,1645074.081
12735,1769377.372
12736,1577749.821
12737,1578351.338
12738,1445151.123
12739,1914341.022
12740,2153792.133
12741,1760915.42
12742,1692166.427
12743,2405193.689
12744,1922393.85
12745,2121058.009
12746,2020708.317
12747,1958314.922
12748,1923275.322
12749,1646594.807
12750,1849826.48
12751,1786967.765
12752,1885013.449
12753,1468205.199
12754,1913219.402
12755,1869525.027
12756,1631675.243
12757,1610196.399
12758,2326071.242
12759,1754408.427
12760,1851289.263
12761,1798636.938
12762,1720700.714
12763,1915968.133
12764,1867349.642
12765,1622701.431
12766,1638694.001
12767,2090138.588
12768,1788595.801
12769,1621542.454
12770,2239455.943
12771,1995258.853
12772,1725156.115
12773,1715985.854
12774,1615238.167
12775,1536669.719
12776,1968402.923
12777,1648928.485
12778,2156662.129
12779,1545613.683
12780,1809310.149
12781,1900432.682
12782,2075507.722
12783,2670452.473
12784,1716547.468
12785,1647107.67
12786,1730399.867
12787,1831162.697
12788,1597660.152
12789,1851644.824
12790,1456567.626
12791,1824438.936
12792,1547324.786
12793,1777074.703
12794,1958420.218
12795,2127937.494
12796,2135166.075
12797,1856502.598
12798,2132882.201
12799,1553326.579
12800,1661797.264
12801,1574556.786
12802,1683651.815
12803,1780566.209
12804,1522569.354
12805,1539118.519
12806,2056753.407
12807,2391449.817
12808,2088456.25
12809,1614192.592
12810,1789514.772
12811,1644149.408
12812,2046715.163
12813,1880689.937
12814,1795148.592
12815,1994234.431
12816,2397031.298
12817,1640662.353
12818,2095616.432
12819,1815715.234
12820,2104579.226
12821,1987968.782
12822,1661871.215
12823,1649920.117
12824,1946348.192
12825,1974258.487
12826,2027948.482
12827,1668070.203
12828,1671685.994
12829,2201308.618
12830,1758729.068
12831,1701142.61
12832,1782125.747
12833,1896745.551
12834,1693018.538
12835,1690324.873
12836,1973100.654
12837,1869617.852
12838,1423788.703
12839,1852339.626
12840,2091033.464
12841,1518711.914
12842,1861523.425
12843,1824958.87
12844,2210124.612
12845,1761728.082
12846,1925369.496
12847,1782912.603
12848,1868634.44
12849,1625757.577
12850,1549682.736
12851,2244808.407
12852,1767113.149
12853,1655033.603
12854,1551152.864
12855,2064954.335
12856,1716202.996
12857,2009320.825
12858,2127999.619
12859,2137389.622
12860,1759238.278
12861,1705232.831
12862,1671527.767
12863,2063405.856
12864,1761493.055
12865,2315767.411
12866,2325617.857
12867,2120917.983
12868,1984478.876
12869,2029014.56
12870,2018641.493
12871,2148578.842
12872,2130546.762
12873,1772817.496
12874,1986400.963
12875,1776813.144
12876,1847849.239
12877,1795926.906
12878,2188078.981
12879,2503907.833
12880,2561928.952
12881,1586043.593
12882,1921957.288
12883,2028461.966
12884,1394787.497
12885,1620613.876
12886,1468122.266
12887,1762114.136
12888,1556561.965
12889,2075437.805
12890,2001526.017
12891,1862172.201
12892,1793904.069
12893,1812059.412
12894,1870382.03
12895,1582266.775
12896,1793201.891
12897,1785211.514
12898,2447760.203
12899,1821128.655
12900,1746253.767
12901,2575550.789
12902,2087012.298
12903,1917621.326
12904,2156399.543
12905,1781138.282
12906,1841662.283
12907,2049554.73
12908,1853595.502
12909,1946130.083
12910,1900832.155
12911,1592332.083
12912,1853743.944
12913,1928287.867
12914,1997408.654
12915,1558612.942
12916,1660928.263
12917,2035362.618
12918,1833249.468
12919,2355710.581
12920,1791942.855
12921,1830158.719
12922,1896065.907
12923,1796945.75
12924,1574514.432
12925,1997794.016
12926,1842560.517
12927,1614456.094
12928,1389171.913
12929,2101716.503
12930,1969758.113
12931,2089697.595
12932,1891028.107
12933,2542257.439
12934,2176195.606
12935,2127395.447
12936,2106361.898
12937,1702331.484
12938,2073628.162
12939,2348116.855
12940,2069621.561
12941,1789607.373
12942,1973341.649
12943,1696733.692
12944,2236655.49
12945,1620287.824
12946,1539618.498
12947,1888945.648
12948,1694470.721
12949,2145705.979
12950,1642165.47
12951,1841820.936
12952,1700187.236
12953,2237626.167
12954,1740276.255
12955,1947173.889
12956,1723815.388
12957,1528447.264
12958,2512506.528
12959,1519473.875
12960,2285397.427
12961,1653649.297
12962,2370555.489
12963,1787699.867
12964,2223489.601
12965,1473631.577
12966,1934790.847
12967,1734165.417
12968,2006919.025
12969,1493227.717
12970,2008166.897
12971,1721078.169
12972,1973656.146
12973,1906204.455
12974,1680366.307
12975,2222070.885
12976,2301496.897
12977,1800107.493
12978,1993132.195
12979,1738599.072
12980,1902314.876
12981,1610914.286
12982,1848634.047
12983,1836310.533
12984,2047345.418
12985,1673110.27
12986,1750164.972
12987,1968690.024
12988,2306808.406
12989,1732596.893
12990,1807479.175
12991,1776105.621
12992,1954354.998
12993,2121652.029
12994,1838783.487
12995,2021135.084
12996,1965212.284
12997,1622079.015
12998,1855935.325
12999,2165887.924
13000,1568314.977
13001,1653468.068
13002,2040736.675
13003,1519217.886
13004,1818273.299
13005,1523200.593
13006,1879532.497
13007,2110733.115
13008,1377703.602
13009,2024185.827
13010,1663860.824
13011,2162885.113
13012,1890286.709
13013,2103202.488
13014,2085878.972
13015,1475676.207
13016,1930018.04
13017,1877327.792
13018,1731566.35
13019,1866720.443
13020,2372576.591
13021,1686393.773
13022,1903793.986
13023,1855520.617
13024,1843927.995
13025,2048518.813
13026,2369659.255
13027,1769961.846
13028,1627458.966
13029,2688487.859
13030,1347754.754
13031,1606150.1
13032,1793029.893
13033,2142466.672
13034,1822748.385
13035,1636413.15
13036,1678509.502
13037,1676028.603
13038,1771961.381
13039,2164049.762
13040,1748191.945
13041,1773985.103
13042,2470709.786
13043,1788862.018
13044,1691002.69
13045,1560410.859
13046,2071331.049
13047,1712503.29
13048,1819612.462
13049,2277830.143
13050,1750975.744
13051,1807035.705
13052,1810150.267
13053,1952563.685
13054,1791110.343
13055,1851482.253
13056,2194409.342
13057,1908390.067
13058,2093524.971
13059,1814962.464
13060,1738977.985
13061,1574596.786
13062,1922359.55
13063,1679254.759
13064,1535131.95
13065,1540536.958
13066,2000003.238
13067,2052900.804
13068,1867123.213
13069,1645823.209
13070,1701056.515
13071,1929828.149
13072,1433615.454
13073,1830892.794
13074,1872645.409
13075,1772011.475
13076,1710662.692
13077,2040134.088
13078,1628230.563
13079,1940648.239
13080,1380609.785
13081,2246275.918
13082,1827237.584
13083,2199791.354
13084,1795723.44
13085,1891097.918
13086,1500515.527
13087,2039459.943
13088,1601528.296
13089,1847105.859
13090,2054616.187
13091,1766633.072
13092,1930159.323
13093,1518505.549
13094,2097796.04
13095,2009395.437
13096,1665085.204
13097,2150521.592
13098,2092613.101
13099,1778867.697
13100,1701025.246
13101,2147397.197
13102,1568921.52
13103,2641263.578
13104,1724396.503
13105,2273177.531
13106,1757983.14
13107,2469647.472
13108,1660384.881
13109,1702229.99
13110,1648247.756
13111,1979285.494
13112,1686038.334
13113,1995922.903
13114,1827361.513
13115,1647381.983
13116,1440521.774
13117,1860840.841
13118,1772124.206
13119,1999766.559
13120,1919018.644
13121,1880632.286
13122,1711639.845
13123,1942205.076
13124,1627421.71
13125,1509382.872
13126,1710248.749
13127,1864579.545
13128,1459684.178
13129,1697329.202
13130,1893578.971
13131,1748378.324
13132,1745315.362
13133,2158138.493
13134,1510003.433
13135,1968550.214
13136,1769104.679
13137,1811651.684
13138,1722646.781
13139,2100257.057
13140,2490691.713
13141,1799268.095
13142,1604580.501
13143,1908979.071
13144,2230056.734
13145,2265767.195
13146,2162690.475
13147,1676980.663
13148,1728740.558
13149,1688432.381
13150,1971313.279
13151,1870939.146
13152,1616957.172
13153,2057823.042
13154,1560968.88
13155,1991772.379
13156,1607084.386
13157,2451777.25
13158,1836210.185
13159,1892542.342
13160,1766952.161
13161,1743192.36
13162,1943086.145
13163,1845754.036
13164,1754035.378
13165,1607094.048
13166,1887510.127
13167,2193758.505
13168,1840644.003
13169,2219209.473
13170,2012582.427
13171,2041431.58
13172,1885851.053
13173,1932855.195
13174,1458883.564
13175,2010612.3
13176,1656330.742
13177,1915968.135
13178,1747059.341
13179,1786999.373
13180,1781001.388
13181,1808484.418
13182,1890275.419
13183,1686890.626
13184,1555014.391
13185,1808433.24
13186,1958414.811
13187,1695126.992
13188,2087129.942
13189,2126784.242
13190,2249152.578
13191,1718121.252
13192,1719716.77
13193,2265224.4
13194,1950964.952
13195,2009063.55
13196,1610725.185
13197,2093855.366
13198,1614866.45
13199,1959090.747
13200,1724584.749
13201,2154436.201
13202,2194778.346
13203,1859922.347
13204,2170598.199
13205,1555042.739
13206,1425279.993
13207,1724947.529
13208,1850469.1
13209,1690823.51
13210,1868597.943
13211,1855536.776
13212,1416337.548
13213,1917468.083
13214,1798069.368
13215,1912699.58
13216,1863865.002
13217,2012107.655
13218,1919009.767
13219,1827386.374
13220,1768355.112
13221,1952368.404
13222,1570085.344
13223,1990164.382
13224,1796261.268
13225,1867893.064
13226,2392665.667
13227,2114045.695
13228,1575702.068
13229,1876241.977
13230,1953718.875
13231,1944061.501
13232,2054001.012
13233,1624129.977
13234,1708978.466
13235,2374249.515
13236,1815937.77
13237,2126160.571
13238,2058140.749
13239,1926639.987
13240,1551055.354
13241,1980378.152
13242,2247830.233
13243,1442058.035
13244,2126030.046
13245,1632697.286
13246,1584241.405
13247,1642663.37
13248,1753377.432
13249,2194544.827
13250,2375828.348
13251,1432980.869
13252,1835505.382
13253,1974584.89
13254,1803332.015
13255,2739116.753
13256,1675978.246
13257,1439506.749
13258,2136754.288
13259,2000186.811
13260,2186473.993
13261,1786296.076
13262,2439234.975
13263,1951635.921
13264,1615746.502
13265,1926669.713
13266,1638069.204
13267,1726539.322
13268,1848795.406
13269,1543755.66
13270,1641309.395
13271,1913474.511
13272,1438546.384
13273,1518607.517
13274,2424224.244
13275,1410030.144
13276,1842078.72
13277,2228559.844
13278,2448604.895
13279,1423228.872
13280,2050981.594
13281,1880438.92
13282,1671500.825
13283,1960150.858
13284,1760022.343
13285,2172906.573
13286,1798819.974
13287,2427197.944
13288,1587950.484
13289,1430845.241
13290,1894827.631
13291,1937566.163
13292,1921662.728
13293,1624067.528
13294,1810845.928
13295,1899402.02
13296,1667643.037
13297,1831782.718
13298,2082523.855
13299,1969271.425
13300,1680935.793
13301,1758900.448
13302,1530441.673
13303,2019010.475
13304,1466277.862
13305,1697885.076
13306,1695703.577
13307,1865400.228
13308,1532747.116
13309,1640406.465
13310,1497254.008
13311,2201280.445
13312,2010647.673
13313,2756541.593
13314,1690844.097
13315,1807492.412
13316,1931189.609
13317,2228868.453
13318,1687287.381
13319,2225785.674
13320,1744799.21
13321,1977412.804
13322,1883189.558
13323,1589390.59
13324,1722640.714
13325,1777012.263
13326,2177212.475
13327,1750519.529
13328,1441642.922
13329,1756114.071
13330,1985957.156
13331,2074226.313
13332,1768489.463
13333,2108383.216
13334,1889905.505
13335,1963331.7
13336,1999866.725
13337,2123264.977
13338,1632265.303
13339,1553232.048
13340,1643232.257
13341,1900173.145
13342,1969174.671
13343,1827525.839
13344,1650955.833
13345,1736471.895
13346,2003656.545
13347,1952318.807
13348,1637033.55
13349,2270759.698
13350,1723355.952
13351,1718420.524
13352,1647033.94
13353,1597345.271
13354,1970263.558
13355,1440935.434
13356,1959532.769
13357,1832136.699
13358,1832278.551
13359,1626593.658
13360,1559436.093
13361,2054055.977
13362,2012227.654
13363,2432126.492
13364,1900701.677
13365,1800953.34
13366,2169710.617
13367,1848017.82
13368,1968819.96
13369,1702438.25
13370,1939779.24
13371,1735673.627
13372,2735950.643
13373,1781643.755
13374,2846913.484
13375,1770530.428
13376,1709789.06
13377,1739515.697
13378,1954758.413
13379,1368753.268
13380,1631304.837
13381,1712668.209
13382,1848206.262
13383,1627536.692
13384,1669926.26
13385,2127130.465
13386,2302117.979
13387,2101635.16
13388,1705166.101
13389,2151710.235
13390,1969830.904
13391,1673641.267
13392,1605641.891
13393,1731926.212
13394,2047244.626
13395,1468297.823
13396,2186505.021
13397,1856689.668
13398,1554459.636
13399,2094816.393
13400,1914890.433
13401,1539716.232
13402,1796964.749
13403,2157076.386
13404,1928982.51
13405,1527058.404
13406,1847902.179
13407,2289384.934
13408,1829438.694
13409,1723152.13
13410,1946291.46
13411,1928333.776
13412,1481835.194
13413,2048719.419
13414,1732248.554
13415,1915411.803
13416,1770207.511
13417,1944368.841
13418,1697389.511
13419,2476955.604
13420,2041554.645
13421,1927493.61
13422,1594791.424
13423,2087679.562
13424,1892044.46
13425,1889601.703
13426,1919698.132
13427,2037847.506
13428,2241083.005
13429,1972003.76
13430,1974715.961
13431,2373987.337
13432,2110891.927
13433,1979097.633
13434,1653776.397
13435,1602347.271
13436,1556283.522
13437,1794435.197
13438,1995559.482
13439,1846481.818
13440,1692860.51
13441,2305469.807
13442,1696594.593
13443,1583613.291
13444,1638655.303
13445,2049901.011
13446,1665278.881
13447,2301737.467
13448,1605563.808
13449,1692884.316
13450,1783082.607
13451,1804288.273
13452,1737687.327
13453,1688437.537
13454,2083351.974
13455,1351451.04
13456,2898675.829
13457,2023825.325
13458,1930056.251
13459,1690954.999
13460,1965909.366
13461,2714134.581
13462,1752560.594
13463,2047458.035
13464,1615907.722
13465,2084584.109
13466,1854499.869
13467,2001890.844
13468,1718000.385
13469,1857992.247
13470,2051723.187
13471,1750337.161
13472,1616094.521
13473,1486388.415
13474,1678665.628
13475,1848476.338
13476,1552802.013
13477,1625156.585
13478,2033564.488
13479,1759694.511
13480,1624829.98
13481,1533950.552
13482,1753827.938
13483,1894349.086
13484,1914263.789
13485,1967654.039
13486,1687713.205
13487,1789858.516
13488,1881296.227
13489,1262954.382
13490,1860372.878
13491,1734630.431
13492,1699617.794
13493,1753311.693
13494,1810902.664
13495,1424971.217
13496,1801738.028
13497,2115303.354
13498,1736663.711
13499,1838282.305
13500,1867919.718
13501,1753034.031
13502,2143688.812
13503,1935951.108
13504,2138940.548
13505,1894609.482
13506,1849976.945
13507,2105775.895
13508,1651834.213
13509,1675620.598
13510,1914920.134
13511,2105903.351
13512,1727283.31
13513,2046913.423
13514,1749015.492
13515,2430104.056
13516,2014487.17
13517,1634298.238
13518,2175366.715
13519,1674396.429
13520,1785867.872
13521,1853084.266
13522,1851938.376
13523,2052589.547
13524,1587721.368
13525,1985234.725
13526,1401926.172
13527,2203411.909
13528,1696658.091
13529,1589680.179
13530,1778162.406
13531,1370863.473
13532,2033302.13
13533,2233768.409
13534,1876170.108
13535,1915881.516
13536,1566644.444
13537,1851273.509
13538,1751942.57
13539,1922281.42
13540,2103110.955
13541,1713762.364
13542,1604560.536
13543,1681858.912
13544,2214999.681
13545,1791305.284
13546,1871405.412
13547,2061373.664
13548,1985696.992
13549,1912330.916
13550,1731137.724
13551,1448754.756
13552,1753266.245
13553,2165681.885
13554,2353043.219
13555,1631384.06
13556,1892314.623
13557,1942518.853
13558,1945922.248
13559,2006692.131
13560,1846538.784
13561,1650746.352
13562,2185816.773
13563,1544147.593
13564,1445995.797
13565,1812188.159
13566,2435103.817
13567,1909838.324
13568,2265234.254
13569,1750988.508
13570,1764878.81
13571,1695255.5
13572,2002022.614
13573,2515731.405
13574,1757514.936
13575,1603718.209
13576,1828222.445
13577,2006305.165
13578,2453922
13579,1534342.357
13580,1621045.031
13581,2042832.527
13582,1441014.049
13583,1771340.96
13584,1576964.018
13585,1948802.542
13586,1912216.176
13587,1661458.321
13588,1715031.373
13589,1691839.95
13590,1990622.008
13591,1919705.245
13592,1798313.042
13593,1634505.65
13594,1830741.66
13595,2080432.447
13596,2209665.777
13597,1874997.484
13598,1962656.092
13599,1815039.958
13600,1584732.566
13601,1994533.827
13602,2139879.788
13603,1911600.421
13604,1747914.012
13605,1673557.996
13606,1912238.302
13607,2272463.268
13608,2137658.598
13609,1835812.82
13610,1641711.893
13611,1655046.728
13612,1687508.769
13613,2516036.096
13614,1864075.882
13615,1835786.92
13616,2166900.568
13617,1879708.22
13618,2064556.025
13619,1696491.153
13620,1730815.238
13621,1980709.882
13622,1817166.057
13623,2144341.165
13624,1976259.467
13625,1876769.789
13626,2067529.841
13627,1422400.946
13628,2161296.859
13629,1971964.175
13630,1864299.842
13631,1594711.659
13632,2305718.507
13633,2093708.938
13634,1709465.842
13635,1986452.034
13636,2014260.091
13637,2043224.639
13638,1653735.164
13639,1698290.214
13640,2318036.164
13641,1602001.51
13642,2304863.09
13643,1879550.514
13644,1825944.552
13645,1798098.193
13646,1570745.023
13647,1641835.799
13648,1561500.741
13649,1882735.157
13650,2073366.294
13651,2149316.296
13652,2115565.309
13653,1558561.924
13654,1944780.981
13655,1962580.596
13656,1900386.945
13657,1681676.399
13658,1666314.064
13659,2202904.365
13660,1937469.475
13661,2342151.273
13662,2359307.974
13663,1590171.03
13664,1920550.29
13665,1853063.545
13666,1994557.489
13667,1924280.919
13668,2836240.421
13669,2222902.954
13670,1675615.385
13671,1948038.948
13672,2208104.633
13673,1756603.972
13674,2196205.928
13675,1922365.462
13676,2307678.88
13677,1745759.903
13678,1990684.142
13679,2164602.195
13680,1944796.568
13681,1990901.464
13682,1937801.756
13683,1811899.266
13684,1834543.756
13685,2153259.513
13686,1891521.081
13687,2211364.709
13688,2569919.128
13689,1493439.47
13690,1933182.574
13691,2097243.341
13692,1916092.808
13693,1463294.006
13694,1993688.167
13695,1744865.139
13696,1733094.458
13697,2151087.571
13698,1785481.013
13699,1736307.575
13700,1799294.151
13701,2149573.754
13702,1359965.555
13703,1817807.69
13704,2082101.564
13705,1998001.648
13706,1540485.241
13707,1734998.113
13708,1559132.964
13709,1823440.365
13710,2141105.025
13711,1505327.749
13712,2655476.988
13713,2148438.927
13714,2083345.046
13715,1749941.219
13716,1859073.38
13717,1705736.943
13718,1698758.667
13719,1942187.869
13720,1755384.085
13721,2030567.502
13722,2027085.837
13723,1454069.663
13724,1714301.361
13725,1894381.683
13726,2026859.727
13727,2101795.396
13728,2045447.843
13729,1602064.715
13730,2028063.217
13731,1751422.988
13732,1869916.689
13733,2102002.022
13734,1710194.327
13735,2090507.881
13736,1582742.937
13737,2030609.031
13738,1692660.162
13739,2036661.087
13740,1940250.802
13741,2011152.808
13742,1824921.365
13743,2430741.499
13744,1837213.183
13745,1619556.331
13746,1734845.548
13747,1593874.273
13748,1899390.47
13749,1836677.131
13750,1859774.375
13751,1620515.615
13752,1689664.81
13753,1686839.232
13754,1661128.782
13755,1874110.195
13756,1856316.969
13757,1630297.696
13758,1492449.469
13759,1777058.278
13760,2066968.651
13761,2042377.807
13762,2315865.637
13763,1527644.453
13764,1559175.461
13765,1644396.177
13766,1846925.581
13767,1618446.914
13768,1756788.257
13769,1726989.099
13770,1579635.623
13771,1794553.354
13772,1561613.004
13773,1752763.266
13774,1920616.889
13775,1814091.106
13776,2119180.729
13777,1841203.421
13778,1726246.977
13779,1796138.672
13780,2002424.494
13781,2036732.068
13782,1703091.19
13783,1940880.445
13784,1892687.567
13785,2079676.713
13786,1518086.353
13787,2040764.714
13788,1984845.043
13789,1472243.353
13790,1639890.972
13791,2003392.386
13792,1913020.005
13793,1724329.948
13794,1623116.471
13795,1832908.549
13796,2039128.305
13797,1550672.047
13798,1997594.779
13799,2277794.308
13800,1686115.243
13801,1718336.067
13802,2337932.759
13803,1513229.396
13804,1775298.013
13805,2367590.867
13806,2007820.448
13807,1773773.297
13808,1620340.119
13809,2076571.191
13810,2036447.539
13811,1537105.602
13812,2303047.906
13813,2121436.632
13814,1754642.467
13815,1994925.832
13816,1535556.023
13817,1509899.914
13818,1768402.374
13819,1944118.155
13820,1755052.04
13821,2033140.9
13822,1699577.909
13823,1896645.817
13824,1972488.305
13825,2105296.808
13826,2260986.754
13827,1831459.731
13828,1598579.95
13829,1731479.091
13830,1570751.371
13831,2018272.606
13832,2184603.438
13833,2207327.432
13834,1965907.311
13835,1775631.13
13836,1609882.085
13837,1602385.313
13838,2056867.533
13839,1543460.511
13840,2022979.016
13841,1987052.823
13842,1711941.393
13843,1867055.411
13844,1635670.274
13845,1719395.037
13846,2001768.333
13847,2510055.818
13848,1457729.2
13849,1660056.581
13850,2620401.687
13851,1802677.554
13852,2217085.221
13853,2136572.14
13854,2011179.439
13855,2255916.452
13856,2032351.592
13857,1891903.182
13858,2864329.77
13859,1865722.67
13860,1709832.999
13861,1721105.528
13862,1655900.926
13863,1752153.085
13864,2123293.922
13865,1723841.98
13866,1904443.22
13867,2432940.607
13868,2228810.574
13869,1532059.491
13870,2434118.988
13871,1888371.476
13872,2181803.193
13873,1711899.741
13874,2022665.587
13875,2098814.637
13876,1627954.5
13877,2131824.174
13878,1846685.529
13879,1788171.885
13880,1664917.389
13881,1779512.929
13882,1617353.505
13883,2000528.349
13884,2349206.947
13885,1711046.741
13886,1683783.604
13887,1845612.692
13888,1773915.471
13889,1822530.956
13890,1997127.56
13891,1986393.535
13892,1800757.072
